               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  43,            0.009892,           0.0016071,                   0,             0.48537,               0.706,             0.43764,              0.2091,            0.028626,           0.0046589,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.010133,           0.0016696,                   0,             0.46788,             0.72228,             0.42194,              0.1559,            0.026908,           0.0046286,                   0,            0.005743,            0.005743,            0.005743
                  45,           0.0096558,           0.0016142,                   0,             0.50167,              0.6626,             0.45661,             0.16905,            0.026447,           0.0047133,                   0,            0.005644,            0.005644,            0.005644
                  46,           0.0099822,           0.0015902,                   0,             0.51577,              0.7314,             0.45721,             0.19504,            0.027498,           0.0046176,                   0,            0.005545,            0.005545,            0.005545
                  47,           0.0093906,           0.0015305,                   0,             0.45514,             0.68464,             0.39436,             0.17616,            0.025752,           0.0048439,                   0,            0.005446,            0.005446,            0.005446
                  48,           0.0096948,           0.0015959,                   0,             0.50026,             0.69451,             0.43211,              0.2013,            0.023815,            0.005352,                   0,            0.005347,            0.005347,            0.005347
                  49,           0.0099454,           0.0016079,                   0,             0.51418,             0.71007,             0.46694,             0.16685,            0.025631,           0.0046266,                   0,            0.005248,            0.005248,            0.005248
                  50,           0.0099988,           0.0015976,                   0,             0.49079,             0.68732,             0.43646,             0.21473,            0.023642,           0.0055428,                   0,            0.005149,            0.005149,            0.005149
                  51,           0.0093323,            0.001538,                   0,             0.46292,             0.66633,             0.40167,             0.17114,            0.024904,            0.005317,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.010073,           0.0016013,                   0,             0.45778,             0.69583,             0.40041,              0.1659,            0.025872,           0.0053182,                   0,            0.004951,            0.004951,            0.004951
                  53,           0.0097304,           0.0016066,                   0,             0.49357,             0.66734,              0.4567,             0.18602,            0.027165,           0.0050027,                   0,            0.004852,            0.004852,            0.004852
                  54,             0.00961,           0.0015914,                   0,             0.48617,             0.74975,             0.45535,              0.2002,            0.024962,           0.0046048,                   0,            0.004753,            0.004753,            0.004753
                  55,           0.0097451,            0.001602,                   0,             0.49247,             0.72749,             0.44559,             0.21733,            0.023997,           0.0047054,                   0,            0.004654,            0.004654,            0.004654
                  56,           0.0096585,           0.0016003,                   0,             0.52801,             0.72265,             0.47885,             0.23229,            0.024147,           0.0048323,                   0,            0.004555,            0.004555,            0.004555
                  57,           0.0094701,           0.0016319,                   0,             0.46207,             0.71007,             0.44968,             0.20835,            0.023175,           0.0049466,                   0,            0.004456,            0.004456,            0.004456
                  58,           0.0094746,           0.0015714,                   0,             0.48672,             0.75178,             0.45251,             0.21236,            0.024418,           0.0046785,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.009565,           0.0016029,                   0,              0.4726,             0.73042,             0.42545,             0.18935,            0.023523,            0.004928,                   0,            0.004258,            0.004258,            0.004258
                  60,           0.0096966,            0.001569,                   0,              0.4924,              0.7294,             0.44986,             0.21073,            0.022783,           0.0049879,                   0,            0.004159,            0.004159,            0.004159
                  61,           0.0095517,           0.0015925,                   0,             0.49264,             0.71021,             0.44819,             0.22761,            0.022246,           0.0050862,                   0,             0.00406,             0.00406,             0.00406
                  62,           0.0090023,           0.0015036,                   0,             0.52563,             0.71516,              0.4685,             0.18867,            0.025831,           0.0046211,                   0,            0.003961,            0.003961,            0.003961
                  63,           0.0094604,           0.0015834,                   0,             0.51969,             0.73856,             0.49435,             0.24868,            0.024121,           0.0047547,                   0,            0.003862,            0.003862,            0.003862
                  64,           0.0091258,           0.0015373,                   0,              0.4789,             0.71414,             0.44296,             0.21178,            0.025344,           0.0046439,                   0,            0.003763,            0.003763,            0.003763
                  65,           0.0092679,              0.0015,                   0,             0.48329,             0.68464,             0.42557,             0.20066,            0.024495,           0.0051119,                   0,            0.003664,            0.003664,            0.003664
                  66,             0.00939,           0.0015283,                   0,             0.50201,             0.71211,             0.45716,             0.20089,            0.023354,           0.0049721,                   0,            0.003565,            0.003565,            0.003565
                  67,           0.0091447,           0.0015361,                   0,             0.53725,             0.68769,             0.46319,             0.19136,            0.025444,           0.0049156,                   0,            0.003466,            0.003466,            0.003466
                  68,           0.0092748,           0.0015827,                   0,             0.53334,             0.71109,             0.48916,             0.23785,            0.023828,           0.0049897,                   0,            0.003367,            0.003367,            0.003367
                  69,           0.0090504,           0.0015578,                   0,             0.49966,             0.70804,             0.46211,             0.22319,            0.025415,           0.0049334,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.009484,           0.0016065,                   0,             0.49991,             0.71719,             0.46106,             0.21242,             0.02605,            0.004907,                   0,            0.003169,            0.003169,            0.003169
                  71,           0.0092603,           0.0015468,                   0,             0.50609,             0.72024,             0.45412,             0.20379,            0.024221,           0.0048401,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.009081,           0.0015018,                   0,             0.54816,             0.72444,             0.50027,             0.23004,            0.023674,           0.0047067,                   0,            0.002971,            0.002971,            0.002971
                  73,           0.0090249,           0.0015107,                   0,             0.53373,              0.7528,              0.4947,             0.22546,            0.023835,           0.0046549,                   0,            0.002872,            0.002872,            0.002872
                  74,           0.0094316,           0.0015346,                   0,             0.55669,             0.74262,             0.51517,             0.23538,            0.023013,           0.0045681,                   0,            0.002773,            0.002773,            0.002773
                  75,           0.0090458,           0.0014822,                   0,             0.50023,             0.72838,             0.46019,             0.20138,            0.024944,           0.0047373,                   0,            0.002674,            0.002674,            0.002674
                  76,           0.0089429,           0.0015057,                   0,             0.49415,             0.71312,             0.45225,              0.2012,             0.02583,           0.0047592,                   0,            0.002575,            0.002575,            0.002575
                  77,           0.0092643,           0.0015341,                   0,             0.47942,              0.6999,             0.44051,             0.20517,            0.024962,           0.0048824,                   0,            0.002476,            0.002476,            0.002476
                  78,           0.0090843,           0.0015391,                   0,             0.49043,             0.71617,             0.47344,             0.21794,            0.023777,           0.0047413,                   0,            0.002377,            0.002377,            0.002377
                  79,           0.0088811,           0.0014991,                   0,             0.49674,              0.7294,             0.47224,              0.2177,            0.025582,           0.0046764,                   0,            0.002278,            0.002278,            0.002278
                  80,           0.0088214,           0.0015045,                   0,             0.53382,             0.66836,             0.47109,             0.22194,             0.02525,             0.00474,                   0,            0.002179,            0.002179,            0.002179
                  81,           0.0085423,           0.0014703,                   0,             0.50199,             0.72189,             0.45937,             0.21624,            0.025003,           0.0047648,                   0,             0.00208,             0.00208,             0.00208
                  82,           0.0089912,           0.0015088,                   0,             0.49974,             0.73143,             0.46291,             0.19775,            0.025923,           0.0046861,                   0,            0.001981,            0.001981,            0.001981
                  83,           0.0090667,           0.0014964,                   0,             0.52413,             0.73143,             0.49302,              0.2198,             0.02473,           0.0046015,                   0,            0.001882,            0.001882,            0.001882
                  84,           0.0086394,           0.0014703,                   0,             0.51991,             0.74802,              0.4846,             0.22956,            0.023501,           0.0046824,                   0,            0.001783,            0.001783,            0.001783
                  85,           0.0086667,           0.0015208,                   0,             0.52827,             0.75585,             0.50711,             0.24295,            0.022874,           0.0045155,                   0,            0.001684,            0.001684,            0.001684
                  86,           0.0089188,           0.0015076,                   0,             0.51013,             0.74157,             0.48845,             0.22334,             0.02358,           0.0045812,                   0,            0.001585,            0.001585,            0.001585
                  87,           0.0086033,           0.0014511,                   0,             0.52573,             0.73856,             0.49736,             0.23043,            0.023911,           0.0045523,                   0,            0.001486,            0.001486,            0.001486
                  88,           0.0086592,           0.0014374,                   0,             0.51162,             0.74066,             0.48324,             0.21984,            0.023979,           0.0046045,                   0,            0.001387,            0.001387,            0.001387
                  89,           0.0085994,           0.0014989,                   0,             0.50265,             0.73754,             0.45943,              0.2128,            0.024572,           0.0047194,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.008894,           0.0015795,                   0,             0.50549,             0.71923,             0.47569,             0.20427,            0.025179,           0.0045565,                   0,            0.001189,            0.001189,            0.001189
                  91,           0.0087363,           0.0015019,                   0,             0.50642,             0.73754,             0.47214,             0.21932,            0.023893,           0.0046886,                   0,             0.00109,             0.00109,             0.00109
                  92,           0.0088962,           0.0015335,                   0,             0.52677,             0.73957,             0.48487,             0.23153,            0.022735,           0.0046926,                   0,            0.000991,            0.000991,            0.000991
                  93,           0.0086418,           0.0014982,                   0,             0.51799,             0.74873,             0.48359,             0.21411,            0.024149,           0.0045936,                   0,            0.000892,            0.000892,            0.000892
                  94,           0.0085404,           0.0014633,                   0,             0.52018,             0.72838,             0.49919,             0.22008,            0.025132,           0.0044778,                   0,            0.000793,            0.000793,            0.000793
                  95,           0.0090254,           0.0015371,                   0,             0.51819,             0.72539,             0.49738,             0.22255,            0.025656,           0.0044926,                   0,            0.000694,            0.000694,            0.000694
                  96,           0.0086774,           0.0014635,                   0,             0.51991,             0.74913,             0.50398,             0.23301,            0.024621,           0.0045048,                   0,            0.000595,            0.000595,            0.000595
                  97,           0.0084291,           0.0014309,                   0,             0.52771,             0.74975,             0.52463,             0.24548,            0.024461,           0.0044435,                   0,            0.000496,            0.000496,            0.000496
                  98,           0.0085248,           0.0014861,                   0,             0.53278,             0.75483,             0.53697,             0.25203,            0.024236,           0.0044214,                   0,            0.000397,            0.000397,            0.000397
                  99,           0.0083789,           0.0014269,                   0,             0.52565,             0.75992,             0.52796,             0.24632,            0.024116,           0.0044367,                   0,            0.000298,            0.000298,            0.000298
