               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  77,            0.025878,            0.004367,                   0,              0.9274,             0.81532,             0.86697,             0.42282,             0.03593,           0.0048354,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.025699,           0.0043653,                   0,             0.92865,             0.81538,             0.86672,             0.42222,            0.035928,           0.0048416,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.025595,            0.004338,                   0,             0.92984,              0.8146,             0.86662,              0.4208,            0.035893,           0.0048694,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.025426,           0.0043234,                   0,             0.93145,             0.81753,             0.87184,             0.42258,            0.035728,            0.004885,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.025247,           0.0043051,                   0,             0.92947,             0.81608,             0.86783,             0.42228,            0.035857,           0.0048857,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.025164,           0.0042992,                   0,             0.92996,             0.81539,             0.86617,              0.4199,            0.035918,           0.0048799,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.024996,           0.0042664,                   0,             0.92927,              0.8167,             0.86547,             0.41852,            0.035885,           0.0048758,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.024778,            0.004237,                   0,             0.92965,             0.81638,             0.86623,             0.42226,            0.035716,           0.0049116,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.024635,            0.004222,                   0,             0.92641,             0.81822,             0.86561,             0.42271,            0.035764,           0.0049385,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.024479,           0.0041997,                   0,             0.92669,             0.81461,             0.86452,             0.42209,            0.035755,           0.0049693,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.024232,           0.0041718,                   0,             0.92578,             0.81367,             0.86403,             0.42281,            0.035657,           0.0050092,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.024002,           0.0041437,                   0,             0.92859,             0.81132,             0.86546,             0.42511,            0.035562,           0.0050317,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.023856,           0.0041167,                   0,             0.92818,              0.8115,             0.86705,             0.42579,            0.035635,           0.0050588,                   0,            0.001288,            0.001288,            0.001288
                  90,             0.02366,           0.0040862,                   0,             0.93112,             0.81173,             0.87031,             0.42704,            0.035562,           0.0050737,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.023439,           0.0040421,                   0,             0.93156,             0.81146,              0.8727,             0.42917,            0.035414,           0.0051019,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.023084,           0.0040229,                   0,             0.92415,             0.81621,             0.87369,             0.43099,            0.035322,           0.0051624,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.022935,           0.0039792,                   0,             0.92974,             0.81169,             0.87178,             0.43029,            0.035418,           0.0052253,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.022668,           0.0039541,                   0,             0.92527,             0.81503,             0.87014,             0.43107,            0.035385,           0.0052199,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.022372,           0.0039086,                   0,             0.92644,             0.81392,             0.86997,             0.43321,            0.035434,           0.0052056,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.022141,           0.0038726,                   0,             0.92516,             0.81424,             0.86845,             0.43351,            0.035613,           0.0051832,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.021875,            0.003835,                   0,             0.92523,             0.81271,             0.86826,             0.43499,            0.035566,           0.0051879,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.021599,           0.0038112,                   0,              0.9255,              0.8133,             0.86949,              0.4379,            0.035413,           0.0051916,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.021231,           0.0037418,                   0,             0.92509,             0.81194,               0.869,             0.43853,             0.03539,           0.0052347,                   0,            0.000298,            0.000298,            0.000298
